idempresa,olat,olon,n_obs,sd_km
6472,-33.233096,-60.328513,140,0
7903,-31.458278,-64.211417,797,0
9475,-31.474566,-64.168404,614,0
1871,-35.05261,-60.26228,832,0
2984,-33.489095,-60.011436,48,0
7343,-30.951523,-58.785823,1390,0
4756,-24.39204,-65.254305,2,0
7013,-24.240703,-64.875693,2,0
7817,-24.226956,-65.274598,2,0
9870,-35.642766,-63.748673,870,0
8323,-36.76861,-62.51639,1204,0
9474,-36.76861,-62.51639,1014,0
10109,-34.68307,-58.570641,756,0
8164,-31.4193,-60.33875,909,0
2596,-30.980681,-57.925549,763,0
6428,-29.872399,-61.939834,183,0
4374,-32.232936,-63.990845,94,0
5267,-27.438036,-59.000798,855,0
8361,-34.66501,-59.4116,743,0
4471,-33.70474,-61.61753,24,0
3358,-42.91421,-71.31584,712,0
6040,-43.08204,-71.46402,710,0
1948,-34.805075,-58.247381,32,0
10899,-38.96009,-68.03979,346,0
9069,-34.72016,-58.30397,840,0
6509,-37.46185,-61.94402,52,0
262,-27.79879,-64.25411,737,0
4611,-40.75642,-71.65385,728,0
3895,-34.73936,-58.23847,691,0
4004,-36.38168,-59.50015,746,0
8112,-32.67472,-58.88222,130,0
10457,-34.792446,-58.414598,18,0
9605,-34.762363,-58.414836,526,0
2503,-31.34788,-64.26498,1538,0
5788,-34.76155,-58.480763,670,0
5580,-34.769136,-58.283808,994,0
10415,-32.356555,-65.015784,384,0
9694,-33.669825,-65.460546,566,0
9192,-32.810698,-63.874034,1060,0
2986,-34.595479,-58.413661,135,0
7389,-31.73979,-60.52589,8,0
6383,-38.954849,-68.084032,122,0
4569,-31.758048,-60.485347,160,0
1351,-34.63931,-58.55687,847,0
6770,-23.57284,-65.3974,743,0
6769,-24.194443,-65.297292,745,0
6721,-34.325148044,-58.990373635,4,0
7659,-29.149364,-59.657089,648,0
3689,-34.60008,-58.758166,843,0
3631,-34.59012,-58.74159,848,0
5247,-27.81254,-64.26466,781,0
10355,-36.7832,-59.85147,498,0
2150,-31.67587,-61.7622,2,0
1891,-33.01463,-58.5213,12,0
5764,-31.813113,-64.306937,888,0
5765,-31.72081,-64.4034,839,0
6940,-32.694591,-62.102949,598,0
3333,-36.56653,-61.75135,701,0
7879,-38.041359,-57.54308,896,0
9641,-27.976154,-55.523265,327,0
8885,-31.347436,-64.147987,196,0
5180,-31.249261,-62.356347,718,0
7528,-31.311702,-64.278078,86,0
2366,-31.41964,-64.217,877,0
6118,-31.01007,-62.06707,938,0
5712,-31.17637,-62.10305,967,0
7031,-34.567616,-58.741786,120,0
5328,-36.7832,-59.85147,361,0
10472,-34.811353,-58.230393,758,0
7678,-34.661074,-59.429048,788,0
4081,-34.9341,-57.992973,702,0
1252,-34.54189,-58.57153,733,0
2163,-34.516428,-58.496607,1098,0
3422,-36.534437,-56.703133,794,0
4118,-36.68511,-56.68511,795,0
5436,-38.03064,-57.55589,250,0
4009,-32.2598,-58.13534,741,0
507,-34.58278,-58.4603,707,0
7712,-31.64127,-60.71675,780,0
3304,-31.966772,-60.925294,742,0
3311,-31.97941,-60.92842,292,0
6361,-31.38761,-58.09859,90,0
8091,-22.05582,-63.68646,753,0
10733,-26.419603,-54.643603,398,0
331,-34.653877,-58.503274,112,0
5644,-35.1265,-60.47125,738,0
5968,-33.646646,-65.460107,96,0
3745,-30.42293,-57.98007,875,0
4717,-34.607215,-58.462973,1141,0
3363,-31.868337,-62.708913,136,0
11089,-32.921,-60.8124,382,0
10846,-38.693698,-62.322495,247,0
10986,-32.946601,-60.658116,356,0
10376,-33.77982,-61.95373,673,0
7229,-35.17756,-59.09045,1470,0
1602,-34.65966,-58.36214,759,0
2078,-34.651505,-58.781665,140,0
8618,-34.511171,-58.757911,596,0
9723,-38.02311,-60.114832,832,0
2144,-30.9538,-62.33612,148,0
8823,-31.00849,-62.65841,519,0
1657,-24.80234,-65.41608,797,0
8652,-34.635264,-58.597968,263,0
10645,-34.635264,-58.597968,661,0
9565,-34.57287,-58.544,493,0
7483,-35.12268,-60.48366,1010,0
4814,-34.454735,-58.892255,1072,0
9830,-32.36515,-59.30798,207,0
2788,-31.85042,-59.02755,24,0
9917,-31.31891,-64.3102,836,0
8207,-38.72329,-61.29336,522,0
7131,-39.257658,-62.598044,49,0
9078,-34.09822,-60.406849,312,0
6796,-34.86851,-58.54048,116,0
5385,-34.77719,-58.82814,952,0
5387,-34.777372,-58.828983,124,0
3883,-31.5935,-60.72403,193,0
3903,-31.63024,-60.71369,101,0
3906,-31.25655,-61.46872,130,0
8266,-31.618898,-60.705173,146,0
6206,-31.60797,-60.5798,98,0
3909,-31.60082,-60.69255,176,0
3912,-31.628274,-60.718739,28,0
1229,-34.47008,-63.54167,737,0
4678,-29.146221,-59.646172,232,0
3009,-28.035769,-59.223611,110,0
3000,-31.55497,-60.72828,490,0
3584,-34.55868,-58.66639,821,0
10681,-34.55868,-58.66639,40,0
1583,-34.73845,-58.34818,843,0
8296,-32.624025,-60.153802,792,0
7568,-34.70373,-58.28971,645,0
1603,-34.71839,-58.29182,733,0
2125,-34.86468,-58.689329,12,0
3149,-26.86563,-65.19824,24,0
9992,-50.33137,-72.229769,416,0
104,-27.448803,-58.98882,1175,0
2680,-34.627606,-58.43038,10,0
7063,-34.66513,-58.46978,707,0
10717,-34.0749,-59.2315,88,0
3445,-34.7811,-58.40625,826,0
1808,-34.58587,-59.11153,435,0
1708,-33.047,-61.16203,1017,0
1679,-34.56553,-59.12073,811,0
10679,-34.681701,-58.385423,80,0
9706,-34.46928,-59.38908,496,0
4115,-34.82917,-58.21618,791,0
9792,-26.80819,-65.26264,848,0
2820,-50.02425,-68.53702,702,0
9907,-32.860514,-68.859018,921,0
10710,-32.57114,-61.76981,8,0
7205,-31.05789,-61.16739,733,0
2065,-31.642399,-63.90982,516,0
8004,-31.36396,-64.17639,788,0
7797,-27.30312,-58.99252,733,0
9340,-34.90426,-58.018547,306,0
2646,-27.60545,-56.68438,745,0
10327,-30.933059,-64.076766,488,0
8184,-31.432925,-64.162204,824,0
5490,-30.990816,-64.097928,806,0
8729,-31.583379,-63.466699,780,0
9376,-33.739393,-61.986612,696,0
8185,-31.3906,-64.21379,1004,0
6524,-31.5383,-68.59254,947,0
5500,-31.533527,-68.480036,761,0
504,-34.57082,-59.10289,773,0
505,-34.5599,-59.11044,781,0
6824,-34.616842,-58.466406,1081,0
5630,-34.49997,-61.53488,68,0
5773,-30.356101,-66.308667,274,0
9477,-27.824472,-64.247008,1168,0
9585,-27.784401,-64.265823,1080,0
2684,-34.63328,-58.65354,727,0
7032,-32.84179,-68.81913,687,0
1028,-34.61547,-58.41542,4,0
6810,-26.817081,-65.207895,434,0
8316,-32.475425,-58.303244,112,0
7511,-32.487619,-58.249577,113,0
676,-34.608376,-68.353608,940,0
6677,-38.84725,-68.12222,699,0
10188,-30.906413,-62.214302,384,0
3479,-30.864447,-62.037129,1092,0
684,-38.95489,-68.12344,752,0
2093,-33.29623,-66.29517,787,0
9793,-31.72941,-65.005388,476,0
2318,-31.72066,-65.00426,258,0
7859,-32.54654,-59.35295,340,0
1167,-32.90714,-60.6956,554,0
5114,-31.154807,-63.40895,898,0
2103,-36.62301,-64.29107,547,0
445,-36.61807,-64.26432,738,0
1491,-32.8866,-68.84209,687,0
10451,-31.955728,-60.125592,352,0
1680,-32.90361,-68.84222,474,0
2800,-32.909579,-68.775421,574,0
4050,-37.325751,-59.14746,1338,0
4446,-31.43161,-64.13835,2410,0
3807,-32.170275,-64.133865,520,0
3392,-32.194381,-64.252274,530,0
10792,-31.34969,-64.34002,232,0
454,-30.760931,-57.997352,817,0
5041,-38.03827,-57.56476,908,0
5252,-33.872125,-62.094788,6,0
6292,-36.63156,-64.29572,818,0
284,-37.37302,-64.60021,736,0
280,-36.61517,-64.29012,730,0
281,-36.66172,-64.28369,734,0
287,-37.30678,-64.28856,736,0
289,-35.23535,-63.59297,736,0
907,-31.395304,-58.017187,1144,0
2392,-32.758319,-68.393696,632,0
11152,-34.607716,-58.955851,184,0
243,-32.60896,-61.1606,725,0
3658,-26.834814,-65.250967,1371,0
3639,-26.795869,-65.205407,1235,0
5487,-34.699434,-58.540995,798,0
8422,-33.18678,-60.47206,512,0
8310,-27.50146,-64.857204,254,0
1521,-34.78145,-58.38974,1306,0
4144,-36.81494,-69.87782,581,0
6876,-33.621756,-64.593042,721,0
1212,-37.12338,-63.66752,864,0
1447,-30.71724,-62.00342,737,0
665,-33.41363,-63.2853,16,0
663,-33.39687,-63.47503,18,0
659,-33.4136943941199,-63.2959647929934,741,0
113,-34.684115,-58.592343,832,0
6486,-36.0947,-57.811034,793,0
4533,-27.4163,-59.0032,857,0
1226,-33.64824,-65.44059,420,0
6240,-33.64739,-65.45524,502,0
917,-33.65751,-65.44502,721,0
9631,-34.633839,-58.425017,532,0
11112,-37.327133,-59.114723,8,0
11110,-37.313234,-59.144305,8,0
11111,-36.776474,-59.076512,6,0
5161,-35.63622,-61.35358,988,0
4098,-33.05203,-61.15553,10,0
7338,-33.68347,-59.66187,532,0
2870,-26.22864,-65.480474,52,0
8379,-34.67741,-58.47977,590,0
7874,-34.677593,-58.47843,596,0
7546,-34.753948,-58.346005,652,0
2974,-34.817422,-58.430537,650,0
7726,-31.392564,-64.203259,1183,0
9045,-38.169631,-58.775359,494,0
7924,-26.704675,-65.223392,10,0
3362,-38.076476,-70.613375,716,0
7654,-35.567289,-58.010245,906,0
1733,-28.476067,-65.782701,1218,0
10933,-34.895179,-58.434189,152,0
2979,-31.34594,-63.9484,581,0
2796,-31.34411,-63.93978,739,0
3024,-32.022108,-61.224334,820,0
8024,-32.8263,-61.39947,46,0
4805,-24.19057,-65.29541,971,0
4792,-23.82569,-64.799683,952,0
7276,-34.43028,-58.57079,742,0
1509,-32.42701,-63.31223,2,0
4143,-27.79255,-64.27071,544,0
7118,-32.99971,-60.648397,1262,0
6176,-30.757152,-57.991531,30,0
6175,-30.76103,-58.006037,1098,0
9172,-33.461616,-62.442261,32,0
6217,-34.552921,-58.696988,126,0
4357,-33.278072,-66.317335,1378,0
10544,-33.03289,-60.61708,8,0
7258,-31.431479,-64.231219,776,0
9703,-31.359315,-64.55065,754,0
6120,-31.428441,-64.229577,938,0
6407,-32.78428,-61.60598,733,0
2128,-34.47237,-58.53673,271,0
10112,-26.789624,-65.222661,94,0
5441,-24.377887,-65.119753,4,0
5016,-31.552289,-68.523043,44,0
6559,-31.533611,-68.514224,378,0
5006,-31.51793,-68.5168,488,0
5017,-31.539109,-68.567699,44,0
6102,-34.176406,-61.52419,12,0
6295,-32.698188,-62.103297,4,0
3378,-34.682441,-58.385153,38,0
6109,-33.345325,-60.231569,96,0
2493,-37.254254,-56.978494,1130,0
7428,-33.50661,-60.1393,803,0
9026,-31.73883,-60.525414,14,0
7478,-34.815686,-58.365986,1068,0
6882,-34.584696,-60.933256,1274,0
6881,-34.587167,-60.947122,276,0
6883,-34.5946,-60.9795,850,0
8881,-34.899538,-58.580274,702,0
9884,-34.663945,-58.733846,72,0
8340,-35.90736,-64.27436,728,0
7947,-32.9684228257265,-60.646437310607,996,0
7949,-33.25116,-61.36333,281,0
5661,-37.985829,-57.586003,100,0
983,-27.22211,-61.18476,745,0
989,-27.22899,-61.18153,356,0
3543,-32.257291,-58.236839,730,0
10838,-32.231458,-58.154244,62,0
2379,-31.550978,-61.076821,1096,0
7168,-31.762014,-61.101484,1106,0
8999,-28.0395339904523,-58.2285082503688,56,0
5924,-28.0395339904523,-58.2285082503688,500,0
1864,-34.638542,-58.417728,567,0
6805,-31.361705,-64.252769,996,0
1116,-34.69064,-58.48132,803,0
5447,-31.50373,-68.531878,524,0
6880,-31.38156,-58.03704,1167,0
2455,-41.13799,-71.29588,728,0
2459,-41.12805,-71.3504,728,0
3208,-34.77023,-58.3784,735,0
867,-34.6054,-68.36086,834,0
3853,-32.57741,-64.38971,444,0
4339,-34.609381,-58.45014,106,0
8321,-34.59296,-60.96002,232,0
5456,-34.63383,-60.47144,238,0
5004,-34.58362,-59.10142,769,0
9525,-37.01306,-57.11772,170,0
10216,-31.80478,-59.16614,346,0
6752,-34.66812,-58.38832,555,0
6466,-34.51889,-58.5143,16,0
9395,-35.389218,-62.424252,683,0
656,-32.89354,-60.71862,1026,0
4130,-37.98513,-57.58549,768,0
10121,-36.304181,-61.726412,462,0
4028,-34.85012,-58.51745,1322,0
8724,-34.771716,-58.649907,48,0
4347,-38.0092,-57.56368,1022,0
7778,-31.571243,-68.558982,886,0
4406,-31.53017,-68.59099,649,0
8025,-31.55437,-60.72605,1012,0
2934,-34.81419,-58.27783,795,0
9871,-27.635758,-55.496733,241,0
5554,-31.488535,-61.711535,1152,0
10827,-32.990178,-58.523496,208,0
3390,-34.94092,-57.91425,1162,0
8085,-31.6251347942155,-60.7055255014943,539,0
10378,-31.661227,-60.723537,316,0
3859,-32.96316,-60.711926,1219,0
10181,-33.431078,-63.300753,572,0
7243,-34.681748,-58.67567,1297,0
5702,-34.723598,-58.27078,114,0
8039,-41.146765,-71.310962,1935,0
6094,-41.10465,-71.44059,1880,0
7392,-41.14453,-71.297065,1931,0
2036,-34.76095,-58.42213,1263,0
3528,-33.818,-59.51225,18,0
3015,-27.49487,-58.81718,721,0
3643,-34.589088,-58.484967,892,0
7291,-34.625728,-58.563108,1111,0
8649,-33.349995,-69.150889,863,0
8878,-33.779222,-69.061055,70,0
10126,-33.731915,-69.119523,790,0
3832,-34.817926,-58.394915,912,0
6271,-34.20793,-61.35943,24,0
6651,-32.697123,-63.708601,960,0
2240,-34.88772,-58.38974,509,0
8303,-34.620331,-58.598056,1226,0
7570,-31.3856,-64.20621,836,0
10558,-34.883871,-57.963532,360,0
6447,-34.770304,-58.61908,2,0
10723,-34.912439,-58.00726,504,0
9046,-38.57779,-58.7291,714,0
7757,-34.610161,-58.548479,132,0
8293,-33.45597,-61.32768,725,0
7364,-26.37086,-65.29392,48,0
4661,-34.70022,-58.4117,880,0
9237,-34.53401,-58.5319,423,0
10926,-34.636512,-58.655132,202,0
10510,-31.430997,-64.225192,356,0
7485,-34.890622,-57.995474,1228,0
8544,-34.896559,-57.956285,1194,0
7249,-34.44512,-58.59753,922,0
8244,-33.68751,-59.6731,56,0
7180,-26.179811,-58.187522,721,0
4723,-33.08842,-61.78765,14,0
1196,-29.183227,-58.071048,912,0
7221,-34.674791,-58.558602,1024,0
5722,-32.962329,-60.700849,1052,0
8122,-32.930943,-60.725825,838,0
7914,-32.988907,-60.751573,1030,0
7024,-31.5754,-68.51888,807,0
6917,-31.65573,-68.5766,446,0
6919,-31.65859,-68.5663,672,0
7026,-31.52426,-68.54894,727,0
9772,-31.65573,-68.5766,540,0
7023,-31.58016,-68.53314,739,0
3063,-29.41227,-66.82024,2,0
8111,-32.23136,-60.99163,1016,0
4651,-34.94264,-57.93944,729,0
4648,-35.17389,-58.24026,907,0
2299,-33.56372,-62.88643,280,0
9185,-34.932286,-58.485502,694,0
3875,-27.57854,-60.71534,810,0
8655,-34.767199,-58.219913,1126,0
9916,-31.6648,-63.05368,418,0
11015,-31.93259,-62.459398,336,0
8143,-31.644449,-63.339901,883,0
7600,-29.72246,-57.1465,630,0
7064,-25.619927,-63.271582,82,0
7203,-33.02398,-58.53806,80,0
7573,-31.44201,-58.12305,98,0
7806,-28.5808,-56.085654,1374,0
7807,-28.54918,-56.07755,1380,0
10782,-37.294835,-57.001924,432,0
10862,-37.958403,-57.567245,400,0
7987,-36.99759,-57.14081,738,0
8026,-36.30831,-57.68137,748,0
1515,-34.72671,-68.2315,711,0
7199,-27.4321332231631,-65.6131401928569,292,0
8982,-36.578207,-56.69056,658,0
6656,-34.989028,-58.141284,562,0
10055,-34.828672,-58.179601,780,0
10945,-35.073932,-58.294593,46,0
6164,-26.844093,-65.211238,122,0
2285,-34.48316,-58.68307,964,0
1691,-38.737034,-62.239904,289,0
10226,-34.706689,-58.371194,356,0
3808,-33.49457,-60.05963,759,0
2953,-37.550251,-60.794273,746,0
7818,-34.66526,-58.41716,1375,0
9557,-34.651505,-58.781665,254,0
8074,-34.737833,-58.397793,180,0
10114,-34.881121,-57.968676,8,0
8349,-34.657745,-58.808312,680,0
6667,-34.68951,-58.41835,733,0
7556,-34.45452,-58.83942,821,0
8178,-37.9944,-57.55402,756,0
1015,-37.54481,-60.79857,608,0
8291,-35.83929,-61.88171,624,0
9503,-38.24296,-59.14395,8,0
5685,-34.735569,-58.434562,1167,0
7406,-34.100443,-59.02154,812,0
9472,-37.154581,-58.495863,462,0
8426,-37.16051,-58.48761,70,0
10419,-37.225823,-58.497998,272,0
5546,-32.4872,-58.25029,1205,0
5543,-32.99968,-58.52343,1205,0
5544,-33.05453,-58.62365,588,0
8781,-32.808254,-58.522977,1119,0
10347,-33.02398,-58.53806,8,0
6392,-32.07428,-58.25378,72,0
7926,-35.07588,-57.51688,725,0
10452,-32.068357,-60.45067,350,0
11273,-32.620404,-60.131801,38,0
10786,-36.225282,-64.234024,228,0
7583,-34.62284,-60.42371,723,0
143,-31.55735,-68.53374,862,0
9609,-31.78869,-60.51624,631,0
7433,-45.86133,-67.48625,284,0
7408,-45.90101,-67.55605,994,0
1875,-34.85086,-58.27908,855,0
6819,-38.53444,-58.707815,1068,0
2166,-38.566355,-58.723133,1282,0
9014,-38.566738,-58.738759,1115,0
10302,-38.52892,-58.702595,634,0
1700,-37.9961,-57.56526,822,0
10886,-31.089151,-64.488913,480,0
10885,-29.439401,-66.859476,411,0
3079,-35.492403,-62.983686,358,0
7539,-34.445978,-58.676884,811,0
5485,-34.44177,-58.78243,757,0
6533,-29.71371,-57.21458,14,0
6363,-28.54795,-56.04113,1075,0
1665,-29.99674,-59.5226,745,0
1667,-30.212976,-59.490712,320,0
1663,-30.0196378715966,-59.5332513716888,558,0
5720,-31.100668,-64.482787,1410,0
5732,-31.089151,-64.488913,1336,0
5731,-31.089151,-64.488913,92,0
7287,-37.84421,-58.25887,746,0
6962,-34.776859,-58.391527,1245,0
7882,-26.742595,-65.258083,688,0
10818,-35.40694,-62.4447,498,0
10512,-38.6897,-59.7811,464,0
10508,-38.38007,-60.27942,466,0
10511,-38.85203,-60.0733,453,0
10065,-38.370686,-60.283377,548,0
130,-34.62168,-58.39136,426,0
9188,-34.475413,-58.902509,806,0
10108,-32.615036,-60.160781,354,0
7330,-32.40339,-63.2317,976,0
5796,-34.60022,-58.44887,642,0
10622,-34.78264,-58.209734,648,0
4571,-26.99121,-54.48841,771,0
8356,-45.87033,-67.50756,704,0
8322,-33.64849,-65.45024,749,0
6899,-32.02877,-61.21578,4,0
1523,-34.86819,-58.03853,735,0
6900,-32.03702,-61.200167,4,0
6063,-27.44808,-58.99673,508,0
6838,-31.510939,-68.542685,96,0
3856,-34.9205585539992,-57.9905032073402,246,0
9567,-34.9205585539992,-57.9905032073402,1013,0
7729,-32.88662,-68.84792,1291,0
5890,-38.692775,-62.279279,935,0
5888,-38.69964,-62.244112,826,0
5891,-38.72348,-62.27074,828,0
4286,-27.487395,-58.799544,1078,0
4168,-27.4857819993617,-58.8162568217571,924,0
9571,-34.420075,-58.561476,368,0
3954,-27.16553,-65.49512,749,0
2571,-34.262,-62.712706,725,0
4442,-34.13141,-62.42363,170,0
5925,-34.39946,-62.11793,757,0
4612,-32.053674,-60.61607,350,0
10450,-32.06555,-60.63666,350,0
10868,-32.8866,-68.84209,48,0
2600,-33.0367,-68.86836,703,0
3478,-33.036774,-68.879035,2,0
2274,-33.03682,-68.87872,711,0
6218,-32.49144,-58.31079,12,0
9363,-33.62627,-64.60398,680,0
1001,-34.52396,-58.71397,859,0
2027,-26.699583,-66.047568,764,0
2955,-32.733686,-60.742235,904,0
8017,-32.967864,-60.711872,68,0
8326,-31.37643,-64.22654,344,0
7475,-36.62557,-64.29956,184,0
8229,-35.6616,-63.75233,448,0
336,-35.62695,-61.36678,158,0
294,-32.93776,-68.85827,267,0
354,-32.905053,-68.830616,72,0
7551,-32.87989,-68.83662,266,0
298,-32.87682,-68.85656,266,0
2562,-24.2678,-65.21444,361,0
2167,-34.45043,-58.9062,1352,0
4116,-26.8319,-65.1946,916,0
7565,-35.45136,-58.82395,834,0
1712,-35.510204,-58.023754,86,0
3500,-35.515044,-58.023052,86,0
5007,-34.53401,-58.5319,38,0
7339,-32.923697,-60.679156,986,0
7021,-31.46086,-68.410328,264,0
3854,-32.47866,-58.26249,1284,0
9679,-32.49144,-58.31079,532,0
2479,-32.891659,-68.829724,411,0
7550,-32.988799,-68.772644,54,0
7961,-31.368973,-58.010924,766,0
527,-34.610482,-58.556938,12,0
2959,-32.85694,-68.82113,180,0
10925,-32.859843,-68.88356,152,0
2544,-32.946601,-60.658116,244,0
6230,-34.582463,-58.996713,2,0
6229,-34.594455,-58.949371,100,0
8162,-35.46927,-60.849513,24,0
6231,-34.612172,-61.027255,26,0
1419,-37.67213,-59.80691,768,0
1435,-37.6468,-59.85897,734,0
6523,-34.564332,-58.514533,1244,0
683,-27.46775,-58.81284,1002,0
4843,-26.789624,-65.222661,108,0
10959,-34.8183517572606,-58.1961204923768,226,0
8987,-32.686745,-62.105394,102,0
686,-27.32289,-58.58202,130,0
4783,-28.2453,-58.70453,834,0
5873,-28.27392,-58.13365,570,0
5294,-33.481951,-60.013771,146,0
5693,-33.914629,-60.836989,353,0
4100,-33.43243,-60.6309,656,0
5401,-37.452994,-63.124012,755,0
3336,-32.16696,-63.46079,529,0
5396,-35.38598,-64.28706,738,0
7162,-26.79697,-60.43656,24,0
5355,-32.87926,-62.67191,4,0
2898,-34.00942,-63.92128,729,0
633,-34.64117,-60.48277,1156,0
638,-34.623733,-60.507423,118,0
1973,-32.88179,-61.02178,560,0
4054,-33.59315,-60.35336,8,0
6091,-33.36856,-60.51069,6,0
5524,-33.475,-60.2879,643,0
1904,-32.917675,-62.449972,589,0
7294,-30.94199,-60.65789,745,0
9000,-32.662662,-62.303859,10,0
5977,-33.75506,-60.4408,288,0
5978,-33.75118,-60.44128,4,0
8099,-33.756327,-60.443716,244,0
5831,-37.80237,-63.03973,716,0
5832,-37.70189,-62.90063,6,0
5798,-37.546332,-62.76916,711,0
5833,-37.91062,-62.93826,12,0
1565,-26.5697,-54.75358,781,0
4066,-26.605694,-54.70084,318,0
2346,-26.705844,-54.818233,592,0
2749,-26.659254,-54.736973,320,0
2199,-37.68781,-63.15986,742,0
824,-31.90745,-61.28033,620,0
5879,-33.0476,-61.17342,776,0
10459,-32.787702,-61.601111,176,0
4079,-34.64359,-60.45874,731,0
3408,-29.351245,-59.969982,16,0
1768,-36.3028,-61.71575,742,0
3045,-27.05276,-65.40381,852,0
6800,-33.49484,-60.95351,382,0
2043,-32.02224,-62.92398,991,0
4121,-32.89132,-62.68017,737,0
6426,-39.501717,-62.668937,84,0
165,-35.425,-60.16962,207,0
2958,-37.46866,-61.92951,734,0
8163,-37.01401,-62.41491,88,0
8055,-32.07875,-60.59508,24,0
2130,-31.80419,-59.93917,556,0
1606,-32.0693099667454,-60.6402973743438,553,0
1981,-32.26647,-61.90137,9,0
6258,-32.16994,-60.19279,10,0
6306,-31.5089,-59.8406,5,0
5655,-32.356555,-65.015784,20,0
8149,-31.385829,-60.096117,5,0
7463,-31.84738,-59.95286,10,0
3707,-32.74163333,-65.27815278,838,0
9695,-31.40783,-64.20366,1465,0
4910,-38.00801,-57.70933,844,0
2506,-34.58202,-58.54014,751,0
2244,-32.12934,-61.55132,571,0
10821,-31.658682,-64.409942,654,0
1511,-37.15132,-58.48755,742,0
7836,-33.15986,-64.36792,134,0
3115,-34.86253,-58.38978,238,0
7870,-31.312896,-64.175711,1116,0
5570,-31.401603,-64.176019,158,0
7709,-34.681368,-58.570648,110,0
3366,-34.791891,-58.389099,1360,0
8398,-30.71252,-64.0574,734,0
7257,-31.39552,-58.09904,1103,0
4041,-34.63284,-58.49836,707,0
9396,-32.8815,-68.84267,870,0
245,-33.08564,-63.2728,98,0
5222,-32.745953,-63.3471,720,0
5183,-32.81519,-63.03773,654,0
10219,-32.6283,-62.68496,374,0
11296,-32.84477,-62.86612,8,0
5138,-32.607123,-62.680345,718,0
10350,-32.538003,-62.979085,370,0
5182,-32.84477,-62.86612,531,0
5136,-32.935496,-63.246872,718,0
6678,-37.36105,-64.55239,1073,0
1259,-34.582291,-58.495422,4,0
7000,-36.56135,-56.71641,1513,0
3407,-34.42963,-61.94769,747,0
5489,-33.85182,-59.54761,1190,0
6173,-33.89593,-59.47879,528,0
8277,-32.75781,-68.40517,697,0
3966,-33.011575,-64.172588,4,0
3976,-32.759276,-63.795418,4,0
4133,-32.801052,-63.85687,2,0
2939,-34.633002,-58.37933,116,0
9058,-34.706689,-58.371194,60,0
9081,-34.707323,-58.586257,759,0
5734,-26.8354,-65.18072,840,0
5736,-26.778832,-65.211037,1012,0
5735,-26.870763,-65.306303,876,0
5749,-26.843686,-65.143162,971,0
9970,-26.823438,-65.213657,84,0
6294,-34.523904,-58.484102,44,0
9833,-38.00801,-57.70933,502,0
3989,-31.62633,-58.50725,417,0
10180,-31.62633,-58.50725,328,0
5988,-34.575095,-58.646449,1140,0
10771,-31.311702,-64.278078,276,0
6084,-30.36854,-60.3996,915,0
2795,-34.64246,-58.71672,368,0
908,-37.64984,-59.85999,1121,0
3329,-37.6811,-59.81447,234,0
4738,-33.89887,-60.55377,726,0
3740,-26.78526,-60.43847,898,0
10716,-26.77996,-60.438689,396,0
4768,-38.930138,-69.228927,88,0
4812,-34.56813,-58.46634,772,0
8103,-32.985542,-60.672217,1407,0
6995,-34.691145,-58.526906,6,0
1184,-31.65867,-64.40905,856,0
6279,-34.665043,-58.359609,1544,0
6267,-38.35972,-59.62595,827,0
10705,-34.4646,-58.515154,228,0
4528,-32.019569,-62.924308,128,0
4638,-28.2498,-58.70226,2486,0
8150,-35.16694,-58.22583,414,0
475,-34.50666,-58.68471,864,0
3484,-38.71255,-62.26754,723,0
2146,-34.576013,-58.597239,74,0
8889,-32.955412,-60.650417,126,0
6694,-28.1585,-65.655024,14,0
8663,-34.066963,-60.104956,994,0
4235,-34.06386,-60.07734,1022,0
